dist_x,dist_y,axis_y,vel_y,action
6,-1,28,-3,0
10,-8,12,1,0
3,1,35,5,1
-3,1,29,5,1
-1,1,35,6,1
12,-1,25,5,0
7,4,23,4,1
12,-1,25,3,0
1,0,37,-6,0
8,5,26,-3,1
-3,1,18,-5,0
-2,-1,25,-3,0
3,3,31,4,1
15,2,25,3,1
-4,1,41,6,1
10,-4,19,5,0
6,1,41,5,1
4,-2,25,-4,0
8,7,33,-4,0
10,4,27,4,1
11,-5,11,1,0
1,1,18,5,1
1,-1,32,-2,0
1,1,30,5,1
14,2,19,4,1
11,-4,25,-1,0
10,1,18,5,1
0,2,33,5,1
8,-3,28,2,0
-2,2,31,6,1
3,2,18,6,1
6,-1,26,-4,0
5,1,30,5,1
11,3,37,4,0
4,0,16,-2,0
2,3,40,6,1
6,2,39,5,1
8,2,35,4,1
8,1,17,3,1
-3,-2,27,1,0
4,2,22,5,1
7,2,18,-6,0
10,12,37,3,1
4,2,22,-4,1
4,2,21,6,1
6,0,26,0,0
2,2,20,4,1
10,1,35,5,1
3,1,18,5,1
0,1,32,4,1
11,2,21,4,1
3,1,32,-5,0
-3,1,30,5,1
-1,-2,12,1,0
3,-1,31,-4,0
7,1,26,3,1
7,-2,15,4,0
16,-3,21,5,1
9,3,24,2,1
8,2,29,0,1
4,1,31,7,1
9,3,26,4,1
4,1,25,6,1
-2,1,24,-6,0
1,-1,17,-2,0
6,-1,26,8,0
-2,-2,32,1,0
-1,-1,19,4,0
2,1,37,5,1
8,-2,23,1,0
0,-2,29,-3,0
12,0,28,-5,0
1,1,25,5,1
-1,1,24,5,1
16,4,30,-6,0
7,1,39,6,1
-2,1,29,5,1
7,8,31,2,1
5,-1,27,3,0
8,-5,13,-2,0
0,1,35,5,1
11,7,30,5,1
6,-2,19,-1,0
-1,1,30,5,1
4,-1,21,4,0
6,1,33,8,1
9,3,32,-3,1
7,5,27,5,1
2,-1,32,4,0
-2,1,32,5,1
4,2,27,6,1
0,-1,14,2,0
-1,2,39,6,1
3,-2,23,-2,0
8,-3,28,4,0
8,1,30,5,1
12,2,17,4,1
13,2,24,4,1
7,0,34,10,1
-2,-1,23,3,0
-2,1,20,5,1
-4,1,20,5,0
3,2,40,6,1
4,-3,27,-1,0
9,1,31,5,1
10,-7,20,5,1
-1,-1,16,3,0
8,1,26,-5,0
-3,1,19,5,1
0,1,35,5,1
1,1,22,5,1
2,-2,22,0,0
8,1,21,6,1
11,-2,29,4,0
8,2,29,-3,1
0,-2,28,1,0
10,5,28,-6,0
2,0,32,-5,0
8,1,35,6,1
6,-2,33,2,0
-4,-2,33,2,0
-2,1,35,5,1
4,0,22,2,0
8,5,25,-5,0
0,-1,33,2,0
-1,1,24,-5,0
-1,1,30,5,1
11,1,19,6,1
4,2,29,7,1
6,1,24,6,1
2,1,25,-5,0
10,0,20,-4,0
-2,1,31,5,1
1,2,41,6,1
9,10,34,3,1
-3,1,29,5,1
-3,1,34,-6,0
0,2,35,5,1
10,-7,21,-2,0
7,2,29,4,1
8,2,22,-2,1
2,0,23,5,0
4,0,32,3,0
-1,0,16,3,0
-1,1,33,6,1
5,-1,19,2,0
2,-2,12,2,0
10,3,39,5,1
2,-3,20,0,0
7,5,28,-2,1
5,-2,32,-1,0
4,-1,37,-5,0
-4,1,29,-6,0
13,5,32,-4,1
0,0,30,-5,0
3,0,22,-3,0
2,1,37,5,0
-2,2,20,5,1
9,3,25,3,1
6,-1,24,-4,0
6,2,25,8,1
10,-8,9,-4,0
3,2,26,5,1
9,9,31,-5,0
6,2,21,-3,1
5,0,30,-1,0
4,1,17,-6,0
3,3,38,6,1
6,-3,29,7,0
2,1,21,4,1
-2,0,29,-5,0
3,2,35,6,1
11,-2,21,-4,0
-4,1,40,5,1
2,-2,10,-2,0
0,0,18,-1,0
2,0,22,3,0
5,0,37,10,1
9,-3,23,8,1
4,1,33,5,1
0,1,37,5,1
0,-1,16,-3,0
1,2,39,5,1
5,2,28,3,1
9,1,19,7,1
10,-1,38,6,1
1,1,39,5,1
2,2,40,6,1
9,3,21,5,1
16,-2,35,5,1
-1,1,30,4,1
3,2,17,5,1
-3,-2,13,0,0
10,1,38,5,1
5,-3,20,1,0
4,1,23,4,0
6,-1,31,-5,0
-3,1,19,6,1
2,-2,22,0,0
5,2,38,11,1
3,1,23,6,1
5,2,20,-3,1
3,2,28,5,1
4,2,34,8,1
6,2,32,-6,0
11,10,38,4,1
3,2,20,5,1
4,0,31,4,0
3,0,28,5,0
-4,1,39,4,1
8,3,34,0,1
7,-3,11,-2,0
5,4,27,5,1
5,-3,33,2,0
6,-2,13,1,0
11,-11,13,-2,0
1,1,41,5,1
10,-4,26,5,0
-1,2,19,5,1
-2,-1,22,2,0
7,2,41,11,1
-2,-2,31,0,0
-2,1,29,-6,0
2,1,18,5,1
15,2,19,4,1
0,0,15,3,0
-1,1,22,5,1
-2,1,19,5,0
-1,-2,28,0,0
7,2,29,9,1
5,-2,25,0,0
3,-2,12,-2,0
8,5,35,4,1
7,-3,27,0,0
7,2,36,8,1
4,-2,34,0,0
-3,0,37,4,0
1,-1,27,2,0
-2,1,30,5,1
2,2,32,-6,0
5,-1,15,-4,0
-1,1,29,5,1
5,-1,23,0,0
6,1,20,-2,1
4,-1,19,2,0
9,5,31,4,1
-3,0,22,5,1
10,1,36,5,0
0,0,23,4,0
11,7,29,4,1
8,1,36,7,1
6,-5,26,5,0
0,1,38,6,1
6,-1,18,-4,0
2,2,40,5,1
-1,-1,18,-4,0
-4,-2,29,-3,0
7,-1,36,7,1
-3,-2,26,-3,0
7,4,25,-3,1
5,-1,33,-2,0
10,8,31,-6,0
-2,0,38,-6,0
5,-2,30,1,0
8,-7,25,2,0
1,2,40,5,1
-4,1,34,6,1
4,-2,11,0,0
3,-1,27,-2,0
4,-1,32,-2,0
0,2,37,6,1
5,2,25,4,1
-4,-2,33,-4,0
5,2,37,11,1
6,-4,22,0,0
7,6,27,-5,0
9,-7,10,0,0
8,2,19,-2,1
7,-8,23,6,0
4,-1,29,1,0
-3,-1,35,-3,0
12,-1,25,4,0
5,1,36,10,1
-1,0,23,-5,0
15,1,29,6,1
7,1,37,11,1
3,0,36,-6,0
-1,-2,21,-2,0
2,-1,20,-2,0
14,-3,9,2,0
-4,1,37,5,1
-3,1,37,4,1
5,2,30,10,1
8,-3,22,-2,0
5,1,30,6,1
5,2,29,5,1
7,2,28,5,1
7,5,25,-4,1
6,-3,8,-4,0
11,1,36,5,1
4,1,39,6,1
8,4,27,4,1
6,-1,29,-1,0
3,-1,16,3,0
-4,1,40,5,1
10,4,25,-6,0
6,0,17,-3,0
0,1,34,5,1
10,0,38,6,1
3,2,25,5,1
12,1,18,2,0
0,1,26,6,1
0,-1,16,1,0
12,-3,8,-1,0
-4,0,15,4,0
9,-1,11,3,0
5,1,18,4,1
-3,0,16,4,0
4,1,34,5,0
2,1,35,5,0
10,-2,32,0,0
-2,-3,12,0,0
-2,-2,9,-1,0
0,1,35,5,1
0,-1,23,-4,0
-4,1,37,6,1
15,1,39,6,1
6,0,27,7,0
5,1,37,9,1
7,-1,13,3,0
3,-1,15,-2,0
3,2,34,5,1
3,-2,12,-3,0
10,-3,15,5,1
3,1,34,5,1
7,1,31,9,0
11,1,19,5,1
0,1,21,5,1
10,4,24,-3,0
3,0,17,-4,0
-1,1,26,5,0
6,-2,15,0,0
4,1,27,5,1
0,1,17,5,1
5,2,37,8,1
7,2,41,5,1
5,1,40,8,1
5,-3,13,-1,0
4,2,26,5,1
-3,1,38,6,1
-2,-1,34,2,0
4,2,22,6,1
-3,1,28,5,1
5,-1,26,2,0
8,-2,18,-2,0
5,-1,33,1,0
9,1,34,-6,0
8,1,26,8,1
6,0,31,-6,0
10,-1,33,-6,0
-3,1,32,6,1
16,-5,22,1,0
-4,-1,23,3,0
9,3,31,4,1
5,-1,20,-5,0
1,1,30,5,1
10,0,26,2,0
-3,-2,20,2,0
13,-2,23,2,0
0,1,27,5,1
-2,2,38,5,1
2,-1,34,2,0
3,2,22,5,1
2,2,32,5,1
7,-1,25,3,0
-3,-1,28,-4,0
5,-1,29,-4,0
0,1,19,4,1
4,3,26,5,1
0,1,34,5,1
0,1,19,4,1
4,1,41,10,1
4,-2,28,0,0
-2,1,20,5,1
5,-1,20,-2,0
-1,1,25,5,1
-4,0,15,3,0
6,1,28,6,0
7,-7,20,3,0
9,-2,30,-3,0
-3,-2,11,-2,0
6,1,35,5,1
4,2,36,5,1
9,-4,9,-1,0
16,0,34,6,1
3,-1,28,-4,0
4,1,18,3,0
7,0,22,1,0
5,2,40,11,1
8,-4,24,3,0
6,-1,16,-4,0
16,0,40,4,1
-4,1,39,5,1
5,-3,28,-3,0
2,-1,28,2,0
1,1,29,4,1
7,-2,14,-2,0
0,1,36,5,1
6,-1,24,-4,0
-3,1,37,5,1
-3,0,23,5,0
6,1,32,-6,0
5,1,19,4,1
7,1,36,-5,0
16,0,25,3,0
-1,1,29,4,1
10,1,22,-2,0
9,2,20,-3,1
10,-2,15,-3,0
7,2,36,5,1
6,1,30,5,1
-2,0,15,4,0
10,2,20,5,1
7,1,38,7,1
-2,-2,36,-3,0
8,0,39,6,1
7,-2,20,-2,0
3,1,40,6,1
8,5,29,-3,1
4,0,37,-5,0
12,-1,29,2,0
-3,1,41,5,1
8,-9,20,1,0
16,3,28,-3,1
-1,1,32,-6,0
5,3,39,10,1
5,-2,34,3,0
5,-2,32,-1,0
-4,-2,31,-1,0
8,1,18,-3,1
-3,-2,24,2,0
2,-2,21,-2,0
8,-2,11,-1,0
4,-1,25,-1,0
-1,1,32,4,0
-2,-1,31,2,0
2,-1,20,3,0
3,2,21,4,1
7,2,26,-5,0
3,-2,29,1,0
-2,1,33,5,1
-4,-2,24,-1,0
-3,0,24,4,0
-2,-1,16,3,0
9,2,35,5,1
4,2,42,6,1
5,-2,16,0,0
4,-1,14,0,0
-4,-2,21,-1,0
7,1,28,5,1
2,-3,33,-2,0
11,-7,22,-1,0
3,0,37,-5,0
7,2,28,3,1
2,1,20,4,1
8,-6,22,8,0
6,-2,18,-2,0
9,-5,9,-3,0
2,2,19,7,1
6,0,33,-3,0
1,-1,34,-1,0
2,1,17,-5,0
-3,-1,25,-4,0
8,-2,20,6,0
3,0,23,-5,0
-1,2,30,5,1
8,3,32,-5,0
7,0,37,7,0
-1,1,22,5,1
4,1,22,2,0
3,-1,29,-4,0
-2,-1,31,2,0
3,-1,20,5,0
3,2,22,5,1
14,0,15,5,1
5,2,27,5,1
-1,-2,14,-4,0
4,-2,21,0,0
15,10,42,11,1
6,-2,29,-2,0
0,1,18,5,1
9,3,31,6,1
5,2,33,6,1
-2,1,29,6,1
3,1,34,5,1
10,7,30,3,0
7,1,18,-5,0
8,-6,15,1,0
2,-1,31,3,0
-3,0,25,4,0
0,2,30,6,1
-4,0,19,5,1
-2,1,19,4,1
2,1,20,-5,0
-4,0,22,4,0
-4,1,16,5,1
7,-1,27,4,0
8,3,28,-5,0
7,-2,10,-4,0
-2,1,18,5,1
9,0,15,3,0
13,0,20,4,0
1,-1,28,-1,0
9,-10,15,0,0
13,-3,29,1,0
5,2,33,5,1
5,1,38,7,1
-2,-1,15,2,0
6,2,28,9,1
4,2,20,7,1
0,1,27,5,1
5,0,29,-3,0
-3,0,16,5,1
7,2,32,9,1
6,1,16,6,1
16,4,32,4,1
-3,1,33,5,1
10,-3,22,5,1
7,2,39,10,1
2,1,19,5,1
9,-1,26,6,1
4,1,32,6,1
1,1,28,4,0
-4,1,28,5,1
9,-4,20,-3,0
14,-2,23,-2,0
3,2,33,9,1
7,-8,22,6,0
8,3,28,2,1
2,-1,21,0,0
1,-2,11,-1,0
8,1,32,1,1
10,6,35,5,1
4,-2,24,-2,0
2,3,27,6,1
-4,2,37,6,1
5,-1,25,-2,0
-2,-2,23,-1,0
5,2,41,6,1
-3,1,27,5,1
7,2,23,6,1
10,2,33,5,1
-4,2,20,6,1
0,2,26,5,1
7,-1,15,3,0
-2,-1,35,3,0
9,8,31,1,1
9,4,26,1,1
6,-2,33,-2,0
2,2,26,4,1
-3,-3,9,1,0
5,2,27,6,1
-1,-2,14,2,0
16,0,26,3,0
-3,-2,17,0,0
-4,0,33,4,0
8,4,31,3,1
0,0,31,3,0
9,-3,23,4,0
3,-1,22,-4,0
7,0,21,-3,1
1,1,37,5,1
9,-1,21,3,0
2,0,29,-5,0
10,-1,21,-1,0
5,0,19,3,1
-3,1,40,5,1
-3,1,36,5,0
3,0,29,4,0
1,-1,24,0,0
-4,-2,32,-2,0
8,1,19,-2,1
5,-2,13,-1,0
1,1,36,4,0
11,1,27,5,1
-2,2,29,6,1
5,2,37,5,1
4,1,33,6,1
-4,-1,23,3,0
2,2,31,6,1
4,2,32,5,1
7,2,39,8,1
7,2,22,3,1
4,-2,23,1,0
3,2,42,6,1
-2,1,32,5,1
11,-2,11,-2,0
-3,1,27,5,1
10,-9,10,0,0
3,2,31,6,1
-1,1,32,5,1
-2,1,31,4,1
-1,-1,26,2,0
9,-1,19,-4,0
5,-4,30,1,0
-4,0,35,5,1
-3,1,31,5,1
9,3,34,-1,0
5,2,38,12,1
10,-6,26,4,0
5,1,37,6,1
0,0,34,-5,0
2,2,22,5,1
5,-2,22,-2,0
9,4,31,3,1
4,2,40,11,1
-2,1,38,5,1
1,-2,22,0,0
11,0,31,5,1
3,2,26,5,1
9,1,39,6,1
-1,1,38,5,1
4,-1,26,-3,0
3,2,40,5,1
10,0,28,5,1
4,1,17,7,1
0,1,38,5,1
-4,-1,31,-4,0
-4,-1,19,3,0
5,3,35,11,1
3,-2,32,-1,0
8,1,34,-6,0
-3,2,19,5,1
0,2,38,5,1
11,6,35,2,0
-3,1,38,4,1
0,0,32,4,0
-2,-2,21,-2,0
11,4,27,5,1
6,-1,29,5,0
-3,-3,12,0,0
6,-1,11,-2,0
-3,1,20,4,1
7,0,35,7,1
3,-1,35,3,0
-4,0,29,5,1
9,-9,10,1,0
15,0,15,2,0
6,1,33,5,1
0,-1,15,-2,0
8,4,27,-2,1
3,-1,23,2,0
-1,1,26,3,1
14,2,41,6,1
-2,-2,24,2,0
4,2,22,5,1
9,1,18,5,1
1,1,34,4,1
4,-2,9,-4,0
6,-4,30,-1,0
12,1,17,6,1
10,1,39,6,1
9,1,30,7,1
-2,-1,30,-2,0
-1,-1,36,-3,0
1,1,40,6,1
6,0,15,-5,0
8,-1,15,-1,0
10,-5,24,0,0
8,6,33,-5,0
2,-3,23,3,0
16,0,35,4,1
0,2,28,5,1
11,2,32,5,1
4,-2,16,3,0
4,2,29,5,1
-1,-1,17,-4,0
2,2,38,6,1
10,8,34,3,1
2,2,40,5,1
1,2,33,6,1
-4,-2,22,-1,0
-4,1,39,6,1
14,1,40,6,1
-4,0,20,3,0
8,0,28,-4,0
4,1,27,6,0
-4,0,35,-6,0
4,-1,27,4,0
-3,1,17,5,1
0,1,32,5,1
16,3,35,6,1
-1,1,23,4,1
2,1,37,4,1
-3,-2,28,0,0
7,-6,24,6,0
-2,1,24,5,1
11,1,28,5,1
9,-2,29,-3,0
1,-2,25,-1,0
-1,-1,13,-5,0
8,1,33,6,1
8,8,29,1,1
-4,0,34,-6,0
0,1,17,5,1
6,-4,14,4,0
9,1,27,5,1
5,-2,27,3,0
2,1,21,6,1
-4,1,29,6,1
15,-1,33,-5,0
5,-3,15,0,0
11,2,31,6,1
2,-1,20,-3,0
-4,1,29,5,1
-1,1,33,5,1
2,-1,23,-2,0
8,0,24,4,0
16,0,23,-3,0
6,0,15,-4,0
10,-1,35,2,0
7,1,16,5,1
4,0,32,3,0
11,-1,33,-4,0
4,-2,22,0,0
4,-1,26,1,0
1,-2,33,-1,0
1,1,39,5,1
3,1,28,5,1
3,2,19,5,1
-3,-1,18,1,0
7,-2,25,-3,0
2,-1,19,-2,0
-4,0,16,-5,0
7,1,30,-3,1
-3,1,33,5,1
4,-2,12,0,0
8,2,27,6,1
11,-4,31,5,1
1,1,32,5,1
10,-2,18,5,1
-1,-2,23,1,0
-1,2,27,5,1
-1,0,26,5,0
9,9,38,4,1
8,0,18,-6,0
0,-1,34,-4,0
-4,-3,12,-2,0
1,2,36,6,1
10,0,31,-2,0
14,1,37,5,1
8,1,15,4,1
5,3,36,8,1
-3,1,36,6,1
10,4,33,-5,0
7,0,23,-5,0
8,1,24,4,1
-2,1,27,5,1
13,-2,26,-1,0
8,2,31,-3,1
0,1,37,5,1
7,4,22,-2,1
3,-2,31,3,0
8,1,18,5,1
8,1,24,4,1
5,-3,25,2,0
5,1,20,5,0
7,2,35,6,1
-2,-2,12,-1,0
6,3,19,-2,1
9,-10,9,-1,0
-1,0,24,-5,0
0,0,28,3,0
3,1,40,5,1
5,2,17,-3,1
9,-5,16,-5,0
9,8,30,-3,1
4,-1,31,-3,0
13,4,30,-6,0
11,9,39,5,1
0,2,40,5,1
0,-1,13,1,0
13,2,33,7,1
11,-1,16,4,1
9,1,35,-4,0
-1,-1,33,3,0
-3,-2,21,1,0
2,1,16,5,1
6,1,28,9,1
-3,-1,32,4,0
2,-1,21,-2,0
0,1,19,4,1
-4,-2,12,-1,0
10,6,26,-3,1
8,-3,29,0,0
8,1,36,8,1
7,3,29,3,1
6,1,38,5,1
6,1,31,5,1
7,-3,28,-1,0
7,0,18,7,0
11,1,27,5,1
8,-8,18,4,0
-2,2,31,6,1
0,-2,18,-1,0
11,1,33,5,1
5,-3,34,5,0
10,-5,14,3,0
7,-7,16,4,0
3,2,33,6,1
8,-2,30,5,0
1,-2,26,2,0
-3,-2,20,2,0
11,0,34,5,1
3,0,31,-5,0
8,2,23,-3,1
3,-2,29,-1,0
1,1,32,4,1
2,-2,13,1,0
3,-2,30,1,0
10,-3,18,5,1
-4,1,21,5,1
-3,-2,24,1,0
1,-1,26,-4,0
6,0,15,1,0
-4,1,38,5,1
5,-2,21,3,0
-2,-1,36,-3,0
9,5,33,-5,0
6,1,40,9,1
10,5,24,-4,0
-1,1,34,5,1
8,-3,13,0,0
10,0,37,-6,0
-4,-2,21,2,0
5,-2,28,-1,0
7,-2,21,-4,0
-1,2,38,5,1
10,0,19,-6,0
10,5,33,5,1
9,3,31,-3,1
6,1,31,6,1
9,1,28,9,1
2,-1,35,-3,0
-2,1,18,5,1
6,3,35,8,1
-1,2,19,4,1
2,0,19,-5,0
-3,1,31,5,1
16,1,37,-6,0
9,2,21,4,1
7,2,35,5,1
16,2,33,5,1
1,1,23,5,1
6,3,21,-4,0
10,-3,19,0,0
-2,-1,11,-2,0
7,0,29,9,0
-1,-2,19,-2,0
15,-2,33,2,0
-1,-2,11,-2,0
1,1,38,6,1
6,0,14,-3,0
12,2,26,-3,1
7,1,20,-3,0
3,1,26,5,1
7,-3,31,0,0
4,-2,22,-2,0
7,3,20,-3,1
0,1,34,5,1
8,1,24,-3,1
14,-2,33,-3,0
2,1,20,6,1
8,1,26,6,1
7,1,41,11,1
-3,0,22,4,0
7,1,27,7,1
7,2,34,4,1
3,-1,30,-3,0
9,10,34,3,1
16,0,25,-4,0
-2,1,32,5,1
-2,1,36,6,1
3,-1,27,0,0
5,-2,18,0,0
1,2,29,4,1
7,3,21,4,1
4,-1,18,0,0
8,-1,31,-1,0
9,2,18,6,1
-1,1,41,5,1
1,0,26,-5,0
2,2,35,6,1
8,0,36,7,1
0,0,14,4,0
8,-3,31,-3,0
9,-8,22,-3,0
2,1,37,2,1
0,1,20,5,1
9,2,22,-4,1
-2,1,35,4,1
10,-7,23,5,0
10,-8,11,0,0
10,3,29,-1,0
2,-1,14,-3,0
6,1,28,-2,0
4,1,18,6,1
11,0,28,4,0
9,-2,10,-2,0
13,1,18,5,1
2,1,32,4,1
14,1,37,6,1
8,0,23,-3,0
0,-1,19,1,0
9,10,35,5,1
5,0,22,2,0
-1,-2,23,-1,0
7,4,39,10,1
3,-1,17,-3,0
2,2,27,5,1
7,-1,27,-2,0
4,-1,28,3,0
-1,2,36,5,1
4,1,25,4,0
10,1,31,3,0
4,-1,21,-4,0
-2,-1,27,3,0
5,0,14,2,0
2,2,19,6,1
6,2,40,7,1
0,-1,25,-3,0
1,1,30,5,1
4,-1,27,-3,0
6,-2,11,3,0
-4,1,16,5,1
-4,-2,26,-2,0
-4,0,17,5,1
-1,0,37,4,0
7,0,36,-4,0
-2,1,21,4,1
-2,1,18,5,1
2,-1,24,2,0
2,1,26,6,1
2,1,40,6,1
3,1,40,-6,0
-1,-1,26,1,0
5,1,28,6,1
-1,1,32,4,1
6,2,30,7,1
3,-2,25,1,0
6,1,39,6,1
7,-1,26,9,0
4,0,17,4,0
9,6,30,-4,0
7,2,23,-4,0
10,-5,21,5,1
8,1,24,5,1
8,2,36,6,1
6,-1,12,4,0
7,1,22,-6,0
-4,0,14,5,0
7,2,17,1,1
1,-2,19,1,0
2,1,37,5,1
-1,0,23,-6,0
-3,0,28,4,0
8,2,17,0,0
-3,-2,22,1,0
15,1,19,5,1
12,0,27,5,1
-3,1,19,-6,0
2,-1,28,-3,0
3,2,36,5,1
1,2,30,5,1
-2,-2,10,1,0
8,2,24,-2,1
-1,-1,26,1,0
7,1,29,6,1
11,-2,11,-1,0
3,0,23,-4,0
0,-2,31,-2,0
10,6,28,5,1
7,0,13,-3,1
11,-1,31,-1,0
4,3,31,5,1
9,7,36,3,1
0,1,17,-6,0
-1,0,30,3,0
0,-1,28,1,0
8,2,22,2,1
0,-2,23,0,0
9,-4,11,2,0
-3,1,20,5,1
7,-1,15,-5,0
10,6,29,4,1
-2,1,38,5,1
-1,-2,26,-1,0
2,0,26,-5,0
-3,-3,26,-1,0
-3,1,38,5,1
9,-4,22,1,0
9,-6,21,2,0
-1,-1,23,-4,0
4,-2,22,1,0
-2,-2,9,0,0
8,-3,17,4,0
6,2,20,-3,1
8,5,25,-6,0
2,0,35,3,0
3,2,33,5,1
10,-1,28,6,1
-1,1,18,5,1
-2,-2,34,1,0
-2,-3,12,-2,0
10,-6,16,-5,0
11,0,28,4,0
-1,-1,29,2,0
8,2,34,5,1
-4,-2,11,2,0
8,2,40,9,1
9,0,32,-3,0
11,3,30,5,1
4,1,34,9,1
8,2,37,7,1
8,1,35,7,1
3,2,28,7,1
10,-7,17,6,0
3,2,34,6,1
10,-4,19,5,1
-2,-1,17,-4,0
7,-1,19,-4,0
8,2,30,-3,1
0,2,29,5,1
10,-5,25,-4,0
1,0,30,-4,0
9,0,24,-6,0
-3,2,25,6,1
2,-1,30,3,0
0,-1,15,1,0
-4,-1,29,-4,0
-1,2,39,4,1
8,2,31,-4,1
4,0,28,-4,0
1,1,19,4,1
0,-1,30,2,0
-3,-2,32,-2,0
1,-2,29,2,0
4,2,17,5,1
0,-3,12,0,0
11,2,31,-2,0
10,6,28,-3,1
3,1,40,9,1
6,-2,11,0,0
1,1,35,5,1
-2,-2,21,-3,0
11,5,37,4,0
-4,-1,23,-5,0
6,3,32,10,1
3,2,23,5,1
7,-2,29,6,0
7,2,31,5,1
0,1,21,5,1
3,-1,34,-3,0
10,-1,24,4,0
-4,-3,30,1,0
8,2,36,5,1
3,0,28,-2,0
4,0,18,5,0
8,-2,24,1,0
4,0,37,3,0
1,1,21,5,1
11,5,29,4,1
15,1,32,6,1
8,2,34,11,1
7,-3,25,-5,0
4,0,25,0,0
5,0,22,1,0
11,1,20,4,1
1,-2,28,-1,0
5,1,31,4,1
10,1,29,5,1
-1,1,40,6,1
16,0,31,5,0
15,4,32,4,1
0,-2,21,-2,0
13,-3,29,-2,0
8,1,20,6,0
-3,-2,15,-1,0
9,-7,14,3,0
8,1,26,-3,1
9,9,31,-3,1
6,2,30,8,1
1,1,33,3,1
7,0,23,-3,1
11,-2,11,-3,0
-2,1,17,-6,0
-4,-1,28,3,0
6,-1,28,-3,0
0,1,34,5,1
8,1,39,10,1
7,2,37,11,1
-3,1,17,5,1
-1,1,35,5,1
5,-1,30,-4,0
-2,2,41,6,1
0,-2,12,-2,0
6,1,35,-4,1
2,-2,11,-1,0
10,0,32,-3,0
6,2,22,5,1
-4,1,23,5,1
6,-1,23,-2,0
5,2,41,6,1
10,-1,18,5,1
3,1,20,5,1
4,2,23,5,1
-3,1,33,6,1
1,-1,24,2,0
5,-1,27,2,0
5,0,31,-4,0
-1,1,26,5,1
4,-1,30,-2,0
10,0,22,-2,0
-3,1,40,5,1
9,-2,26,-2,0
11,5,28,6,1
8,1,24,7,0
6,1,34,9,1
14,2,41,7,1
-2,-1,36,4,0
-1,1,33,5,1
-1,1,37,5,1
6,0,28,-5,0
-2,-2,23,-1,0
6,1,25,4,1
1,-2,15,-2,0
-3,1,20,-6,0
9,5,27,2,0
0,-1,29,-1,0
7,-1,23,2,0
7,1,38,9,1
6,5,23,-2,1
-3,-1,34,-4,0
10,2,30,1,0
8,2,22,-2,1
3,-1,26,-3,0
11,1,30,6,1
-2,-2,16,-1,0
-1,1,40,7,1
1,0,16,-4,0
4,1,25,6,0
9,0,30,0,0
8,-4,22,2,0
1,0,20,3,0
4,-1,31,0,0
7,-4,17,4,0
9,6,27,2,1
7,2,27,-2,1
-3,1,33,5,1
-4,-2,29,2,0
-2,1,20,5,1
-4,-2,32,-2,0
4,-2,28,-2,0
-4,1,39,5,1
10,2,23,4,1
2,-1,26,2,0
-3,-2,19,-1,0
-3,-2,31,2,0
11,-4,28,5,1
6,-1,30,5,0
-1,-2,14,-1,0
9,2,31,5,1
8,1,38,9,1
11,1,29,5,1
3,-1,31,2,0
8,5,25,-3,1
5,0,16,-5,0
1,0,16,-4,0
2,-1,24,-4,0
3,-2,11,-2,0
2,1,21,5,1
0,-1,31,-3,0
-4,-2,26,0,0
4,-2,32,3,0
3,2,28,6,1
3,2,25,5,1
5,-1,15,-2,0
4,0,15,5,0
1,1,36,4,1
10,-9,12,-2,0
10,-9,18,2,0
6,2,26,5,1
16,0,35,5,1
5,1,16,3,0
6,1,31,5,1
8,2,34,5,1
-2,1,36,6,1
8,0,32,-6,0
10,-3,14,2,0
-4,1,37,5,1
11,2,35,5,1
8,2,32,3,1
9,0,20,-6,0
11,0,16,4,1
-3,1,20,5,1
-2,1,18,5,1
1,-1,31,-4,0
2,0,13,-5,0
-3,1,38,5,1
15,1,35,8,0
10,4,34,5,1
10,-5,14,-1,0
8,0,26,-3,1
9,3,21,4,1
2,1,17,-5,0
1,1,24,5,1
-4,-1,34,-4,0
-4,1,29,5,1
3,-2,23,2,0
2,0,31,3,0
2,1,32,5,0
3,2,32,5,1
-4,-3,34,0,0
10,5,27,0,0
0,2,37,5,1
1,-2,17,-1,0
11,4,38,5,1
-2,-2,19,0,0
6,1,19,5,1
-3,-1,31,2,0
11,2,31,6,0
1,1,29,5,1
3,1,39,5,1
-1,-1,36,-3,0
-2,-1,37,-4,0
6,0,36,-6,0
4,1,18,5,1
10,-3,10,0,0
4,-2,29,1,0
0,1,31,6,1
-1,-2,21,-1,0
0,1,32,5,1
6,-1,20,-4,0
1,-1,26,0,0
-2,-1,33,3,0
5,-1,29,-4,0
-1,-2,26,2,0
5,2,42,6,1
16,0,31,7,1
4,0,28,-4,0
8,-1,29,-3,0
-1,-2,18,-3,0
6,-2,28,2,0
-2,2,38,5,1
6,1,40,9,1
7,2,18,3,0
6,-2,22,8,0
10,-4,30,-6,0
10,6,34,3,1
7,3,32,-1,1
16,0,32,-5,0
10,-4,28,5,1
3,2,21,6,1
-3,1,20,5,1
4,-2,21,1,0
0,-2,27,-3,0
2,0,17,3,0
11,2,29,1,0
5,-2,34,-1,0
0,-2,21,1,0
-3,1,37,5,1
8,-3,15,-1,0
7,1,30,7,1
10,-6,22,-4,0
-3,-2,26,-2,0
7,2,22,5,1
-2,1,21,5,1
10,1,16,-5,0
8,-1,23,1,0
7,4,22,-3,1
7,3,20,5,1
0,-1,13,-2,0
11,3,27,-2,0
